"","Tree_1","Tree_2","Tree_3","Tree_4","Tree_5","Tree_6","Tree_7","Tree_8","Tree_9","Tree_10","Tree_11","Tree_12","Tree_13","Tree_14","Tree_15","Tree_16","Tree_17","Tree_18","Tree_19","Tree_20","Tree_21","Tree_22","Tree_23"
"335",0.358266666666667,0.3068,0.4372,0.313533333333333,0.360466666666667,0.3538,0.278666666666667,0.373133333333333,0.291933333333333,0.318666666666667,0.288266666666667,0.338733333333333,0.313533333333333,0.309333333333333,0.319266666666667,0.302133333333333,0.329866666666667,0.390866666666667,0.302933333333333,0.416866666666667,0.304066666666667,0.282533333333333,0.321333333333333
"336",0.3464,0.273866666666667,0.4376,0.314466666666667,0.348466666666667,0.293666666666667,0.279266666666667,0.353,0.3194,0.293933333333333,0.301133333333333,0.442733333333333,0.283533333333333,0.338666666666667,0.308533333333333,0.2976,0.360666666666667,0.408866666666667,0.2774,0.381733333333333,0.3126,0.2884,0.261266666666667
"337",0.3596,0.2354,0.397533333333333,0.280133333333333,0.322333333333333,0.2888,0.337933333333333,0.3264,0.3078,0.318733333333333,0.2916,0.404,0.299933333333333,0.3822,0.336133333333333,0.327933333333333,0.307733333333333,0.3586,0.2654,0.366533333333333,0.288866666666667,0.276733333333333,0.319
"338",0.359133333333333,0.237466666666667,0.390933333333333,0.240266666666667,0.315066666666667,0.349066666666667,0.3712,0.3292,0.285466666666667,0.335333333333333,0.278,0.320533333333333,0.312333333333333,0.370133333333333,0.361733333333333,0.343866666666667,0.268333333333333,0.3338,0.262333333333333,0.3534,0.292733333333333,0.269733333333333,0.418933333333333
"339",0.364533333333333,0.288733333333333,0.407,0.232733333333333,0.337266666666667,0.407866666666667,0.355,0.370933333333333,0.310066666666667,0.286666666666667,0.273466666666667,0.312666666666667,0.310533333333333,0.314666666666667,0.355266666666667,0.310666666666667,0.298866666666667,0.394,0.246733333333333,0.3456,0.3374,0.2802,0.365666666666667
"340",0.368066666666667,0.259666666666667,0.4158,0.234733333333333,0.332733333333333,0.360866666666667,0.341933333333333,0.375066666666667,0.3266,0.263866666666667,0.269933333333333,0.325533333333333,0.2942,0.313466666666667,0.347,0.299,0.3306,0.371933333333333,0.238133333333333,0.346266666666667,0.319866666666667,0.276466666666667,0.348
"341",0.358466666666667,0.2112,0.403533333333333,0.229133333333333,0.307933333333333,0.294,0.330533333333333,0.349066666666667,0.3334,0.261066666666667,0.260066666666667,0.326133333333333,0.2786,0.31,0.318733333333333,0.3092,0.347733333333333,0.324533333333333,0.253,0.3464,0.264866666666667,0.272333333333333,0.380666666666667
"342",0.3786,0.282066666666667,0.373066666666667,0.2316,0.313066666666667,0.309466666666667,0.32,0.345466666666667,0.335866666666667,0.247866666666667,0.225333333333333,0.331066666666667,0.284533333333333,0.3124,0.312933333333333,0.308333333333333,0.320466666666667,0.347,0.2636,0.346066666666667,0.248466666666667,0.286333333333333,0.391466666666667
"343",0.366333333333333,0.3194,0.357266666666667,0.213333333333333,0.3056,0.316333333333333,0.293133333333333,0.3364,0.3412,0.2722,0.229666666666667,0.3484,0.269466666666667,0.2956,0.314666666666667,0.301266666666667,0.290333333333333,0.369933333333333,0.2728,0.3444,0.264933333333333,0.2822,0.360933333333333
"344",0.325066666666667,0.265466666666667,0.367733333333333,0.188666666666667,0.277466666666667,0.3144,0.2576,0.320333333333333,0.351866666666667,0.3104,0.2654,0.372933333333333,0.242866666666667,0.276266666666667,0.312133333333333,0.287733333333333,0.298266666666667,0.365066666666667,0.270533333333333,0.341933333333333,0.287066666666667,0.266133333333333,0.303133333333333
"345",0.3618,0.268866666666667,0.438866666666667,0.218933333333333,0.279266666666667,0.328866666666667,0.259133333333333,0.338666666666667,0.290466666666667,0.2918,0.246066666666667,0.373333333333333,0.245466666666667,0.360133333333333,0.3398,0.295133333333333,0.351066666666667,0.3516,0.246733333333333,0.367333333333333,0.2932,0.281333333333333,0.287866666666667
"346",0.3954,0.291266666666667,0.473533333333333,0.237733333333333,0.289333333333333,0.325533333333333,0.268866666666667,0.362333333333333,0.254,0.270666666666667,0.232466666666667,0.3802,0.248866666666667,0.412,0.339933333333333,0.297066666666667,0.355733333333333,0.340866666666667,0.2346,0.366666666666667,0.304133333333333,0.2954,0.317266666666667
"347",0.365333333333333,0.259933333333333,0.4184,0.2154,0.2932,0.282933333333333,0.3022,0.372266666666667,0.296266666666667,0.282933333333333,0.259333333333333,0.394333333333333,0.232133333333333,0.4078,0.3182,0.291066666666667,0.319066666666667,0.329066666666667,0.228866666666667,0.317266666666667,0.3176,0.290533333333333,0.3426
"348",0.346,0.245733333333333,0.405,0.218733333333333,0.3046,0.306333333333333,0.313733333333333,0.369266666666667,0.318133333333333,0.284466666666667,0.261533333333333,0.382266666666667,0.257266666666667,0.3646,0.315666666666667,0.290266666666667,0.322933333333333,0.3352,0.232133333333333,0.3386,0.326133333333333,0.278466666666667,0.3634
"349",0.3756,0.258666666666667,0.4222,0.232266666666667,0.303866666666667,0.356266666666667,0.306333333333333,0.362333333333333,0.301466666666667,0.284466666666667,0.243066666666667,0.346333333333333,0.2882,0.325866666666667,0.327666666666667,0.2958,0.337666666666667,0.346466666666667,0.252266666666667,0.380466666666667,0.322466666666667,0.283866666666667,0.37
"350",0.405266666666667,0.238333333333333,0.393133333333333,0.220533333333333,0.287266666666667,0.3102,0.317533333333333,0.342866666666667,0.3116,0.2342,0.233866666666667,0.326133333333333,0.273733333333333,0.325133333333333,0.319266666666667,0.293666666666667,0.299533333333333,0.327866666666667,0.245066666666667,0.337266666666667,0.294266666666667,0.292533333333333,0.361733333333333
"351",0.396133333333333,0.2474,0.379933333333333,0.216333333333333,0.282866666666667,0.279266666666667,0.3096,0.324866666666667,0.317533333333333,0.2378,0.238333333333333,0.326,0.265133333333333,0.341733333333333,0.3066,0.2924,0.303533333333333,0.319933333333333,0.2368,0.310333333333333,0.2768,0.2882,0.3386
"352",0.3566,0.273333333333333,0.410333333333333,0.2242,0.289533333333333,0.2952,0.287733333333333,0.3292,0.301,0.2924,0.257133333333333,0.338533333333333,0.2676,0.365466666666667,0.2972,0.298133333333333,0.360333333333333,0.328466666666667,0.233,0.3262,0.287333333333333,0.274333333333333,0.3154
"353",0.354866666666667,0.269733333333333,0.4174,0.227066666666667,0.295733333333333,0.3046,0.283933333333333,0.3414,0.284666666666667,0.285533333333333,0.240333333333333,0.339933333333333,0.269266666666667,0.354133333333333,0.3036,0.283866666666667,0.361333333333333,0.3306,0.224533333333333,0.320466666666667,0.285,0.278133333333333,0.3272
"354",0.3746,0.2606,0.395933333333333,0.219933333333333,0.2966,0.304733333333333,0.2868,0.343666666666667,0.288866666666667,0.250066666666667,0.2206,0.3246,0.270266666666667,0.3188,0.307333333333333,0.272333333333333,0.3372,0.326,0.220133333333333,0.312733333333333,0.273266666666667,0.281333333333333,0.347
"355",0.3694,0.259666666666667,0.381733333333333,0.212933333333333,0.284733333333333,0.2872,0.2626,0.324466666666667,0.2822,0.244733333333333,0.2424,0.303133333333333,0.247333333333333,0.3086,0.287933333333333,0.287733333333333,0.311133333333333,0.325733333333333,0.222466666666667,0.328266666666667,0.279466666666667,0.264266666666667,0.321666666666667
"356",0.355,0.256733333333333,0.365733333333333,0.203466666666667,0.271333333333333,0.279,0.2496,0.313,0.283266666666667,0.248066666666667,0.246,0.285866666666667,0.236333333333333,0.2716,0.285066666666667,0.296466666666667,0.2978,0.316266666666667,0.216466666666667,0.3124,0.278733333333333,0.263733333333333,0.3072
"357",0.3338,0.249466666666667,0.355266666666667,0.195666666666667,0.2572,0.2704,0.250666666666667,0.310733333333333,0.293133333333333,0.253666666666667,0.230466666666667,0.288466666666667,0.240333333333333,0.232733333333333,0.298666666666667,0.293933333333333,0.291733333333333,0.2986,0.2082,0.289333333333333,0.268066666666667,0.267933333333333,0.309666666666667
"358",0.333,0.241533333333333,0.367666666666667,0.203333333333333,0.2618,0.283266666666667,0.256333333333333,0.307933333333333,0.314,0.244266666666667,0.233466666666667,0.317933333333333,0.230866666666667,0.2886,0.294133333333333,0.284466666666667,0.300533333333333,0.299933333333333,0.2094,0.309333333333333,0.266266666666667,0.264,0.287666666666667
"359",0.341133333333333,0.230266666666667,0.371533333333333,0.203666666666667,0.2596,0.297466666666667,0.2542,0.307933333333333,0.3086,0.233,0.225933333333333,0.325733333333333,0.229733333333333,0.297266666666667,0.283266666666667,0.271266666666667,0.2986,0.2914,0.200733333333333,0.313666666666667,0.262466666666667,0.246466666666667,0.2868
"360",0.339066666666667,0.222066666666667,0.377133333333333,0.192,0.245333333333333,0.277733333333333,0.2376,0.313933333333333,0.277533333333333,0.238466666666667,0.210533333333333,0.305333333333333,0.2356,0.257066666666667,0.272333333333333,0.266666666666667,0.2696,0.274333333333333,0.187,0.284733333333333,0.262066666666667,0.232866666666667,0.2948
"361",0.3502,0.2228,0.358333333333333,0.186866666666667,0.2518,0.266533333333333,0.229266666666667,0.2992,0.2676,0.2374,0.2128,0.3086,0.2286,0.242333333333333,0.283666666666667,0.2658,0.2758,0.2872,0.196266666666667,0.279666666666667,0.249466666666667,0.234,0.2906
"362",0.3578,0.216933333333333,0.338266666666667,0.181,0.252333333333333,0.260666666666667,0.228866666666667,0.282466666666667,0.265533333333333,0.227066666666667,0.216066666666667,0.311266666666667,0.212,0.258866666666667,0.293866666666667,0.265533333333333,0.2942,0.300733333333333,0.207866666666667,0.279266666666667,0.240666666666667,0.237533333333333,0.278733333333333
"363",0.3274,0.202866666666667,0.343533333333333,0.1758,0.243266666666667,0.261466666666667,0.225733333333333,0.279533333333333,0.2466,0.215133333333333,0.198933333333333,0.2804,0.207,0.300533333333333,0.2672,0.252533333333333,0.278666666666667,0.2914,0.1958,0.266066666666667,0.241533333333333,0.231666666666667,0.2798
"364",0.313,0.195266666666667,0.329666666666667,0.178133333333333,0.2406,0.243066666666667,0.219133333333333,0.279933333333333,0.235333333333333,0.199133333333333,0.185533333333333,0.266,0.201666666666667,0.296133333333333,0.247866666666667,0.238933333333333,0.258733333333333,0.2738,0.183133333333333,0.2628,0.243466666666667,0.231,0.293266666666667
"365",0.3214,0.1958,0.3118,0.176333333333333,0.242333333333333,0.218866666666667,0.208666666666667,0.281333333333333,0.2334,0.188933333333333,0.178866666666667,0.263866666666667,0.196066666666667,0.2524,0.2476,0.234133333333333,0.245266666666667,0.261933333333333,0.177066666666667,0.259933333333333,0.2432,0.233733333333333,0.308666666666667
"366",0.308866666666667,0.198733333333333,0.313666666666667,0.1588,0.240933333333333,0.221866666666667,0.1944,0.2718,0.220666666666667,0.187933333333333,0.1816,0.248866666666667,0.196066666666667,0.228466666666667,0.2516,0.235733333333333,0.231333333333333,0.266266666666667,0.181866666666667,0.238066666666667,0.2422,0.225066666666667,0.281066666666667
"367",0.294266666666667,0.195866666666667,0.3046,0.147066666666667,0.234733333333333,0.2262,0.188866666666667,0.2554,0.2134,0.1832,0.1834,0.2466,0.192666666666667,0.2304,0.249466666666667,0.2344,0.229666666666667,0.2662,0.179733333333333,0.228533333333333,0.236466666666667,0.216466666666667,0.263666666666667
"368",0.277333333333333,0.1908,0.288533333333333,0.1434,0.217933333333333,0.215666666666667,0.190666666666667,0.243866666666667,0.213266666666667,0.181533333333333,0.179933333333333,0.255533333333333,0.179666666666667,0.2466,0.242,0.236866666666667,0.2254,0.2558,0.173666666666667,0.234733333333333,0.225066666666667,0.208866666666667,0.264666666666667
"369",0.256533333333333,0.181133333333333,0.280066666666667,0.143466666666667,0.208733333333333,0.202866666666667,0.1856,0.232333333333333,0.2086,0.1792,0.166533333333333,0.243666666666667,0.175466666666667,0.218266666666667,0.2328,0.229733333333333,0.2102,0.2496,0.165866666666667,0.221066666666667,0.208333333333333,0.197466666666667,0.242133333333333
"370",0.244266666666667,0.169533333333333,0.279266666666667,0.143133333333333,0.201866666666667,0.193533333333333,0.176733333333333,0.225333333333333,0.204466666666667,0.175866666666667,0.153266666666667,0.220533333333333,0.174066666666667,0.1786,0.2268,0.218133333333333,0.187866666666667,0.246266666666667,0.157933333333333,0.203666666666667,0.198866666666667,0.188733333333333,0.218333333333333
"371",0.239,0.158133333333333,0.263133333333333,0.143666666666667,0.188066666666667,0.185133333333333,0.1622,0.224533333333333,0.191733333333333,0.1684,0.1514,0.217266666666667,0.1844,0.174266666666667,0.2292,0.2116,0.175733333333333,0.2336,0.156,0.202066666666667,0.201666666666667,0.1748,0.221666666666667
"372",0.231733333333333,0.149333333333333,0.252533333333333,0.148133333333333,0.187866666666667,0.1732,0.1564,0.2218,0.174333333333333,0.1608,0.153666666666667,0.216066666666667,0.176533333333333,0.1744,0.219733333333333,0.204466666666667,0.1754,0.229066666666667,0.153533333333333,0.193,0.2032,0.1662,0.211133333333333
"373",0.2176,0.144866666666667,0.247666666666667,0.150133333333333,0.193866666666667,0.1586,0.153933333333333,0.216333333333333,0.163266666666667,0.154333333333333,0.156066666666667,0.214,0.154133333333333,0.176266666666667,0.2034,0.1992,0.179533333333333,0.225933333333333,0.145533333333333,0.1772,0.1992,0.1632,0.184933333333333
"374",0.2254,0.1348,0.235066666666667,0.129066666666667,0.181133333333333,0.1594,0.149266666666667,0.210333333333333,0.155266666666667,0.142933333333333,0.147133333333333,0.210133333333333,0.147066666666667,0.191,0.2058,0.2028,0.166866666666667,0.212666666666667,0.133933333333333,0.1696,0.190333333333333,0.153666666666667,0.182533333333333
"375",0.223266666666667,0.127866666666667,0.2286,0.112933333333333,0.172866666666667,0.160666666666667,0.1448,0.204266666666667,0.143066666666667,0.135933333333333,0.1372,0.203133333333333,0.143933333333333,0.184666666666667,0.208,0.202,0.159733333333333,0.205333333333333,0.128533333333333,0.1642,0.183266666666667,0.1426,0.184666666666667
"376",0.2018,0.135066666666667,0.222866666666667,0.1144,0.169866666666667,0.150733333333333,0.138,0.197866666666667,0.135,0.1326,0.132066666666667,0.200866666666667,0.1376,0.1516,0.195666666666667,0.187333333333333,0.1568,0.205733333333333,0.131933333333333,0.158133333333333,0.176266666666667,0.133933333333333,0.166933333333333
"377",0.1922,0.1282,0.2116,0.1122,0.162933333333333,0.141066666666667,0.131933333333333,0.188266666666667,0.137666666666667,0.128466666666667,0.127066666666667,0.192066666666667,0.125733333333333,0.128666666666667,0.187266666666667,0.179666666666667,0.151466666666667,0.204066666666667,0.129866666666667,0.156066666666667,0.1658,0.127533333333333,0.150466666666667
"378",0.190866666666667,0.114,0.196266666666667,0.1074,0.1556,0.131466666666667,0.126,0.182133333333333,0.1466,0.122466666666667,0.124266666666667,0.181333333333333,0.1128,0.1206,0.185533333333333,0.1794,0.141666666666667,0.199533333333333,0.120933333333333,0.15,0.160666666666667,0.126666666666667,0.138333333333333
"379",0.1788,0.114933333333333,0.193333333333333,0.105333333333333,0.147733333333333,0.114533333333333,0.1174,0.1776,0.135333333333333,0.115733333333333,0.1212,0.179533333333333,0.1146,0.1268,0.185466666666667,0.178666666666667,0.126533333333333,0.187133333333333,0.110666666666667,0.1338,0.162533333333333,0.1228,0.147466666666667
"380",0.161666666666667,0.107866666666667,0.188466666666667,0.1006,0.146066666666667,0.115066666666667,0.1132,0.172133333333333,0.12,0.106,0.1196,0.180466666666667,0.1148,0.126,0.1796,0.177866666666667,0.119466666666667,0.181533333333333,0.102666666666667,0.123866666666667,0.1606,0.114066666666667,0.151
"381",0.1424,0.0978666666666667,0.178866666666667,0.0942,0.1492,0.126,0.111666666666667,0.166733333333333,0.109733333333333,0.0959333333333333,0.116533333333333,0.175533333333333,0.108533333333333,0.1158,0.168,0.174266666666667,0.1214,0.181866666666667,0.0976,0.123333333333333,0.155266666666667,0.103333333333333,0.1464
"382",0.136133333333333,0.0976666666666667,0.175733333333333,0.0901333333333333,0.146333333333333,0.1214,0.1036,0.1616,0.107066666666667,0.0940666666666667,0.1084,0.1578,0.106,0.110066666666667,0.159466666666667,0.165466666666667,0.114666666666667,0.176533333333333,0.0939333333333333,0.1182,0.147933333333333,0.0961333333333333,0.129333333333333
"383",0.1308,0.0961333333333333,0.169933333333333,0.0888666666666667,0.140733333333333,0.111,0.0946,0.156666666666667,0.106866666666667,0.0945333333333333,0.1024,0.1484,0.0998,0.104533333333333,0.154733333333333,0.158866666666667,0.108266666666667,0.170666666666667,0.0917333333333333,0.109866666666667,0.143133333333333,0.0952666666666667,0.108866666666667
"384",0.115066666666667,0.0888666666666667,0.159666666666667,0.0843333333333333,0.136533333333333,0.0997333333333333,0.0921333333333333,0.152933333333333,0.1064,0.0959333333333333,0.100933333333333,0.153,0.0894666666666667,0.0997333333333333,0.1532,0.158,0.1062,0.169066666666667,0.0894,0.1038,0.143533333333333,0.0968666666666667,0.103333333333333
"385",0.114533333333333,0.0851333333333333,0.1538,0.0773333333333333,0.132266666666667,0.0932666666666667,0.0888,0.15,0.0949333333333333,0.0871333333333333,0.0953333333333333,0.145066666666667,0.0869333333333333,0.1008,0.148866666666667,0.1502,0.100733333333333,0.161533333333333,0.0865333333333333,0.101,0.139933333333333,0.0935333333333333,0.102466666666667
"386",0.115,0.0812,0.149066666666667,0.0706,0.127333333333333,0.0908,0.0842,0.1458,0.0842,0.0754666666666667,0.0906666666666667,0.1326,0.085,0.0988666666666667,0.144133333333333,0.143866666666667,0.0904666666666667,0.152466666666667,0.0822666666666667,0.098,0.133466666666667,0.0858,0.100333333333333
"387",0.0992666666666667,0.0726666666666667,0.1418,0.0671333333333333,0.125933333333333,0.0804,0.0796666666666667,0.14,0.0854,0.0739333333333333,0.0879333333333333,0.133066666666667,0.08,0.0904,0.142066666666667,0.1442,0.0891333333333333,0.151066666666667,0.0775333333333333,0.0889333333333333,0.1292,0.0792,0.0977333333333334
"388",0.0909333333333333,0.0676666666666667,0.137066666666667,0.0673333333333333,0.124733333333333,0.0752,0.0762666666666667,0.137933333333333,0.0867333333333333,0.0713333333333333,0.0852,0.136466666666667,0.0767333333333333,0.0814,0.1414,0.143466666666667,0.0871333333333333,0.15,0.0726666666666667,0.0845333333333333,0.127133333333333,0.0751333333333333,0.0883333333333333
"389",0.0904,0.0695333333333333,0.136466666666667,0.0674666666666667,0.121733333333333,0.0779333333333333,0.0727333333333333,0.139,0.0815333333333333,0.0659333333333333,0.0820666666666667,0.136266666666667,0.0742,0.0746666666666667,0.1408,0.140466666666667,0.0819333333333333,0.147266666666667,0.0699333333333333,0.0844,0.1266,0.0729333333333333,0.0784
"390",0.0836666666666667,0.0715333333333333,0.134266666666667,0.0633333333333334,0.1212,0.0746666666666667,0.0696666666666666,0.134533333333333,0.0722666666666667,0.0663333333333333,0.078,0.129133333333333,0.0720666666666667,0.0692666666666667,0.135066666666667,0.136066666666667,0.0756666666666666,0.143733333333333,0.0676,0.0805333333333333,0.1232,0.0664666666666666,0.0818666666666667
"391",0.0800666666666667,0.0691333333333333,0.129266666666667,0.0590666666666667,0.121333333333333,0.0705333333333333,0.0670666666666666,0.1286,0.0658,0.0658666666666667,0.0736666666666667,0.121933333333333,0.0702666666666667,0.0682,0.129266666666667,0.130866666666667,0.0728666666666667,0.140333333333333,0.0650666666666667,0.0754,0.1198,0.0619333333333333,0.0861333333333333
"392",0.0753333333333333,0.0606,0.123533333333333,0.0570666666666667,0.117266666666667,0.0690666666666667,0.0658,0.126733333333333,0.0662,0.0601333333333333,0.0740666666666667,0.124533333333333,0.0659333333333333,0.0693333333333333,0.130133333333333,0.1314,0.0735333333333333,0.138533333333333,0.0621333333333333,0.0704666666666667,0.120533333333333,0.0628666666666667,0.0816
"393",0.0710666666666667,0.0582666666666667,0.120666666666667,0.0558666666666667,0.115133333333333,0.0667333333333333,0.0599333333333333,0.126266666666667,0.0655333333333333,0.0572666666666667,0.0726,0.125,0.061,0.0655333333333333,0.127666666666667,0.129933333333333,0.0700666666666667,0.136533333333333,0.0607333333333333,0.0665333333333333,0.120666666666667,0.0612666666666667,0.0778
"394",0.0686,0.0612666666666667,0.12,0.0554666666666667,0.1158,0.0647333333333333,0.0544666666666667,0.125866666666667,0.0624666666666667,0.0582,0.0692,0.122333333333333,0.058,0.0622666666666667,0.1232,0.1266,0.0636666666666667,0.135,0.0607333333333333,0.0648666666666667,0.119466666666667,0.0586666666666667,0.0754666666666667
"395",0.0631333333333333,0.0577333333333333,0.120066666666667,0.0546666666666667,0.114866666666667,0.0645333333333333,0.056,0.121866666666667,0.0619333333333333,0.0576666666666667,0.0686666666666667,0.12,0.0574666666666667,0.0630666666666667,0.1212,0.1264,0.0619333333333333,0.130933333333333,0.0578666666666667,0.0645333333333333,0.115666666666667,0.0568666666666667,0.07
"396",0.0605333333333333,0.0544666666666667,0.116,0.0532666666666667,0.113333333333333,0.0618,0.0567333333333333,0.119466666666667,0.0629333333333333,0.0543333333333333,0.0680666666666667,0.118133333333333,0.0566666666666667,0.0622666666666667,0.120533333333333,0.125666666666667,0.0612,0.1284,0.0553333333333334,0.0633333333333333,0.1136,0.0557333333333333,0.0665333333333333
"397",0.0608,0.0544666666666667,0.111733333333333,0.0508,0.111466666666667,0.0584666666666667,0.0555333333333333,0.121266666666667,0.0612,0.0517333333333333,0.0673333333333333,0.116933333333333,0.0555333333333333,0.0586666666666667,0.1194,0.124266666666667,0.0617333333333333,0.1286,0.0534,0.061,0.115533333333333,0.0551333333333333,0.068
"398",0.0582,0.0534,0.1098,0.0489333333333333,0.1104,0.0556666666666667,0.0557333333333333,0.120466666666667,0.0569333333333334,0.0515333333333333,0.0652666666666667,0.117,0.0539333333333334,0.0582,0.117466666666667,0.122733333333333,0.0623333333333333,0.1262,0.0529333333333333,0.0595333333333333,0.113133333333333,0.0536,0.0657333333333333
"399",0.0558,0.0525333333333333,0.111133333333333,0.0488,0.110933333333333,0.0539333333333333,0.0558,0.117933333333333,0.0552666666666667,0.0514,0.0636,0.1176,0.0534,0.0569333333333333,0.1156,0.121466666666667,0.0617333333333333,0.123666666666667,0.0518,0.0586666666666667,0.1096,0.0522666666666667,0.0612
"400",0.0558666666666667,0.0537333333333333,0.111733333333333,0.0482666666666667,0.111933333333333,0.0562,0.0518666666666667,0.117533333333333,0.0564,0.0520666666666667,0.0630666666666667,0.114666666666667,0.0522666666666667,0.0526,0.114533333333333,0.1212,0.0592666666666667,0.124866666666667,0.0502,0.0565333333333333,0.1096,0.052,0.06
"401",0.0554666666666667,0.0522,0.11,0.0475333333333333,0.111533333333333,0.0566,0.05,0.116866666666667,0.0555333333333333,0.052,0.0628666666666667,0.112133333333333,0.0516666666666667,0.0530666666666667,0.1148,0.121133333333333,0.0578,0.125333333333333,0.0492,0.0562666666666667,0.110266666666667,0.0512,0.0598
"402",0.0534666666666667,0.0487333333333333,0.107533333333333,0.047,0.110733333333333,0.0534666666666667,0.0505333333333333,0.1156,0.053,0.0506,0.0628,0.1108,0.0505333333333333,0.0569333333333333,0.114133333333333,0.120866666666667,0.057,0.125066666666667,0.0488666666666667,0.0566666666666667,0.111,0.0491333333333333,0.0594
"403",0.049,0.0485333333333333,0.1078,0.0467333333333333,0.110333333333333,0.0536666666666667,0.0489333333333333,0.1154,0.0516,0.0500666666666667,0.0637333333333334,0.112,0.0484666666666667,0.0557333333333333,0.113,0.120666666666667,0.0557333333333333,0.1254,0.0494666666666667,0.0560666666666667,0.1092,0.0477333333333333,0.0599333333333334
"404",0.0488,0.0492,0.108066666666667,0.0463333333333333,0.109933333333333,0.0542,0.048,0.114666666666667,0.0508666666666667,0.049,0.0632,0.112,0.0472,0.0534,0.1136,0.120733333333333,0.0559333333333334,0.1244,0.0501333333333333,0.0552,0.1082,0.0478666666666667,0.0603333333333333
"405",0.0521333333333333,0.0483333333333333,0.107933333333333,0.0452,0.109133333333333,0.0523333333333333,0.0477333333333333,0.113066666666667,0.0508,0.0464666666666667,0.0615333333333333,0.109866666666667,0.0466666666666667,0.0507333333333333,0.115866666666667,0.121666666666667,0.056,0.122133333333333,0.0496666666666667,0.0541333333333334,0.108333333333333,0.0489333333333333,0.0578666666666667
"406",0.0514,0.0464666666666667,0.106666666666667,0.0454,0.109,0.0534,0.0471333333333333,0.113266666666667,0.0515333333333333,0.0467333333333333,0.0612666666666667,0.111333333333333,0.047,0.0502,0.115,0.120133333333333,0.0545333333333334,0.120533333333333,0.0477333333333333,0.0526666666666667,0.108133333333333,0.047,0.0570666666666667
