WKT,fid,Land,Typ,Bezeichnung,Leistung (MWp),Jahr der Inbetriebnahme,Breitengrad_HP,Längengrad_HP,PLZ
"POINT (9.45556515 54.05288612)",1.0,DE,PVA,Aasbüttel,118.0,2025.0,54.05288612,9.45556515,25560
"POINT (12.49180962 53.16138945)",2.0,DE,PVA,Alt Daber 1,37.0,2018.0,53.16138945,12.49180962,16909
"POINT (12.51653891 53.13405708)",3.0,DE,PVA,Alt Daber 2-4,172.0,2018.0,53.13405708,12.51653891,16909
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.72899666 50.77357862)",4.0,DE,PVA,Altenberg,10.0,2019.0,50.77357862,13.72899666,01773
"POINT (13.2563426 53.69893517)",5.0,DE,PVA,Altentreptow,65.0,2022.0,53.69893517,13.2563426,17087
"POINT (12.49825943 51.3311756)",6.0,DE,PVA,Althen,735.0,2012.0,51.3311756,12.49825943,04319
"POINT (12.50162175 51.33301945)",7.0,DE,PVA,Althen 2,24.0,2018.0,51.33301945,12.50162175,04319
"POINT (14.03709195 53.0440527)",8.0,DE,PVA,Angermünde,174.0,2011.0,53.0440527,14.03709195,16278
"POINT (11.84569946 51.43665132)",9.0,DE,PVA,Angersdorf,685.0,2020.0,51.43665132,11.84569946,06179
"POINT (13.68705527 53.82500682)",10.0,DE,PVA,Anklam,126.0,2015.0,53.82500682,13.68705527,17389
"POINT (11.65292578 51.89090029)",11.0,DE,PVA,Atzendorf,145.0,2021.0,51.89090029,11.65292578,39443
"POINT (11.75826908 51.78234422)",12.0,DE,PVA,Baalberge,238.0,2019.0,51.78234422,11.75826908,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.74915829 51.78538115)",13.0,DE,PVA,Bernburg,10.0,2013.0,51.78538115,11.74915829,06406
"POINT (11.77085064 51.78277807)",18.0,DE,PVA,Bernburg 2,238.0,2016.0,51.78277807,11.77085064,06406
"POINT (14.08734676 51.28719623)",19.0,DE,PVA,Biehla,269.0,2014.0,51.28719623,14.08734676,01917
"POINT (10.83436779 51.03759049)",20.0,DE,PVA,Bienstädt,388.0,2016.0,51.03759049,10.83436779,99100
"POINT (9.87096582 53.91129005)",21.0,DE,PVA,Bimöhlen,1183.0,2023.0,53.91129005,9.87096582,24576
"POINT (12.32298244 51.60064762)",22.0,DE,PVA,Bitterfeld,848.0,2014.0,51.60064762,12.32298244,06808
"POINT (12.32298244 51.60064762)",22.0,DE,PVA,Bitterfeld,848.0,2014.0,51.60064762,12.32298244,06808
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (12.68234714 54.12881304)",23.0,DE,PVA,Böhlendorf,1029.0,2020.0,54.12881304,12.68234714,18334
"POINT (9.827380036 54.2433594)",24.0,DE,PVA,Bokel,5.0,2021.0,54.2433594,9.827380036,24802
"POINT (9.827380036 54.2433594)",24.0,DE,PVA,Bokel,5.0,2021.0,54.2433594,9.827380036,24802
"POINT (9.827380036 54.2433594)",24.0,DE,PVA,Bokel,5.0,2021.0,54.2433594,9.827380036,24802
"POINT (9.827380036 54.2433594)",24.0,DE,PVA,Bokel,5.0,2021.0,54.2433594,9.827380036,24802
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (9.436499952 54.57855271)",25.0,DE,PVA,Bollingstedt,98.0,2019.0,54.57855271,9.436499952,24855
"POINT (10.05835326 54.07694393)",26.0,DE,PVA,Bönebüttel,84.0,2023.0,54.07694393,10.05835326,24620
"POINT (10.05835326 54.07694393)",26.0,DE,PVA,Bönebüttel,84.0,2023.0,54.07694393,10.05835326,24620
"POINT (9.727992414 54.35539371)",27.0,DE,PVA,Borgstedt-Lehmbek,509.0,2025.0,54.35539371,9.727992414,24794
"POINT (9.727992414 54.35539371)",27.0,DE,PVA,Borgstedt-Lehmbek,509.0,2025.0,54.35539371,9.727992414,24794
"POINT (9.727992414 54.35539371)",27.0,DE,PVA,Borgstedt-Lehmbek,509.0,2025.0,54.35539371,9.727992414,24794
"POINT (9.727992414 54.35539371)",27.0,DE,PVA,Borgstedt-Lehmbek,509.0,2025.0,54.35539371,9.727992414,24794
"POINT (9.271825429 51.04483512)",28.0,DE,PVA,Borken,203.0,2020.0,51.04483512,9.271825429,34582
"POINT (10.92374699 53.26914279)",29.0,DE,PVA,Brahlstorf,547.0,2025.0,53.26914279,10.92374699,19273
"POINT (12.11014905 51.51965389)",30.0,DE,PVA,Braschwitz,799.0,2012.0,51.51965389,12.11014905,06188
"POINT (12.11014905 51.51965389)",30.0,DE,PVA,Braschwitz,799.0,2012.0,51.51965389,12.11014905,06188
"POINT (9.865340518 54.32971983)",31.0,DE,PVA,Bredenbek,9.0,2020.0,54.32971983,9.865340518,24796
"POINT (9.865340518 54.32971983)",31.0,DE,PVA,Bredenbek,9.0,2020.0,54.32971983,9.865340518,24796
"POINT (12.32804319 51.40428344)",32.0,DE,PVA,Breitenfeld,844.0,2012.0,51.40428344,12.32804319,04158
"POINT (12.32804319 51.40428344)",32.0,DE,PVA,Breitenfeld,844.0,2012.0,51.40428344,12.32804319,04158
"POINT (11.59038567 53.4070473)",33.0,DE,PVA,Brenz,187.0,2021.0,53.4070473,11.59038567,19306
"POINT (13.54008198 53.64862907)",34.0,DE,PVA,Bresewitz,745.0,2017.0,53.64862907,13.54008198,17098
"POINT (9.078971265 53.9948156)",35.0,DE,PVA,Brickeln,1346.0,2021.0,53.9948156,9.078971265,25693
"POINT (7.150998025 50.01013055)",36.0,DE,PVA,Briedel,3787.0,2024.0,50.01013055,7.150998025,56867
"POINT (11.27110004 53.67489044)",37.0,DE,PVA,Brüsewitz,55.0,2018.0,53.67489044,11.27110004,19071
"POINT (11.15772671 49.34503054)",38.0,DE,PVA,Bubenreuth,619.0,2017.0,49.34503054,11.15772671,90530
"POINT (9.107307963 50.28676692)",39.0,DE,PVA,Büdingen,248.0,2021.0,50.28676692,9.107307963,63654
"POINT (7.131943202 50.06186215)",40.0,DE,PVA,Bullay,588.0,2024.0,50.06186215,7.131943202,56859
"POINT (9.26231591 53.94164194)",41.0,DE,PVA,Büttel,3906.0,2023.0,53.94164194,9.26231591,25572
"POINT (9.268172846 53.93578501)",42.0,DE,PVA,Büttel 2,36.0,2023.0,53.93578501,9.268172846,25572
"POINT (13.6945754 51.82990369)",43.0,DE,PVA,Cahnsdorf,2409.0,2016.0,51.82990369,13.6945754,15926
"POINT (13.6945754 51.82990369)",43.0,DE,PVA,Cahnsdorf,2409.0,2016.0,51.82990369,13.6945754,15926
"POINT (12.90893799 50.81170592)",44.0,DE,PVA,Chemnitz,444.0,2012.0,50.81170592,12.90893799,09120
"POINT (10.23951814 51.51770018)",45.0,DE,PVA,Clausthal-Zellerfeld,1582.0,2021.0,51.51770018,10.23951814,37115
"POINT (11.45480121 51.86597787)",46.0,DE,PVA,Cochstedt,94.0,2014.0,51.86597787,11.45480121,39444
"POINT (11.63268948 52.27967188)",47.0,DE,PVA,Colbitz,239.0,2014.0,52.27967188,11.63268948,39326
"POINT (12.45760627 51.93960855)",48.0,DE,PVA,Coswig,75.0,2020.0,51.93960855,12.45760627,06869
"POINT (14.35795421 51.76416361)",49.0,DE,PVA,Cottbus,368.0,2011.0,51.76416361,14.35795421,03042
"POINT (10.82097887 51.86032)",50.0,DE,PVA,Danstedt,881.0,2022.0,51.86032,10.82097887,38855
"POINT (10.82097887 51.86032)",50.0,DE,PVA,Danstedt,881.0,2022.0,51.86032,10.82097887,38855
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (9.52743062 54.1230568)",51.0,DE,PVA,Dätgen,999.0,2021.0,54.1230568,9.52743062,25575
"POINT (12.35403946 51.51419736)",52.0,DE,PVA,Delitzsch,3209.0,2012.0,51.51419736,12.35403946,04509
"POINT (12.36705488 51.51159428)",53.0,DE,PVA,Delitzsch-Ziehwerk,178.0,2013.0,51.51159428,12.36705488,04509
"POINT (10.09333774 50.83003327)",54.0,DE,PVA,Dietlas,564.0,2014.0,50.83003327,10.09333774,36460
"POINT (11.16875138 51.80171676)",55.0,DE,PVA,Ditfurt,125.0,2015.0,51.80171676,11.16875138,06484
"POINT (11.1882745 51.79954753)",56.0,DE,PVA,Ditfurt 2,638.0,2024.0,51.79954753,11.1882745,06484
"POINT (11.96392735 50.28731463)",57.0,DE,PVA,Döhlau,1823.0,2019.0,50.28731463,11.96392735,95182
"POINT (12.22138094 51.39843302)",58.0,DE,PVA,Dölzig,441.0,2013.0,51.39843302,12.22138094,04435
"POINT (11.84569946 51.44164056)",59.0,DE,PVA,Dornstedt,75.0,2018.0,51.44164056,11.84569946,06179
"POINT (11.84678407 51.44641288)",60.0,DE,PVA,Dornstedt 2,183.0,2021.0,51.44641288,11.84678407,06179
"POINT (12.78590218 54.11529399)",61.0,DE,PVA,Drechow,742.0,2019.0,54.11529399,12.78590218,18465
"POINT (13.89100998 53.28898779)",62.0,DE,PVA,Drense,65.0,2024.0,53.28898779,13.89100998,17291
"POINT (9.352878974 53.71797252)",63.0,DE,PVA,Drochtersen,775.0,2017.0,53.71797252,9.352878974,21706
"POINT (9.352878974 53.71797252)",63.0,DE,PVA,Drochtersen,775.0,2017.0,53.71797252,9.352878974,21706
"POINT (6.512630663 50.78941049)",64.0,DE,PVA,Düren 2,1773.0,2023.0,50.78941049,6.512630663,52351
"POINT (14.09084979 51.9967102)",65.0,DE,PVA,Dürrenhofe,169.0,2021.0,51.9967102,14.09084979,15913
"POINT (14.07620745 51.98792479)",66.0,DE,PVA,Dürrenhofe 2,117.0,2023.0,51.98792479,14.07620745,15913
"POINT (14.06200003 51.04429879)",67.0,DE,PVA,Dürrröhrsdorf,19.0,2013.0,51.04429879,14.06200003,01833
"POINT (10.71332833 50.0932211)",68.0,DE,PVA,Ebern-Fischbach,1939.0,2021.0,50.0932211,10.71332833,96106
"POINT (10.73233983 50.14960855)",69.0,DE,PVA,Ebern-Herbelsdorf,1895.0,2021.0,50.14960855,10.73233983,96176
"POINT (10.70389215 50.08899109)",70.0,DE,PVA,Ebern-Heubach,2069.0,2021.0,50.08899109,10.70389215,96106
"POINT (9.350529711 54.59610064)",71.0,DE,PVA,Eggebek,563.0,2023.0,54.59610064,9.350529711,24852
"POINT (9.350529711 54.59610064)",72.0,DE,PVA,Eggebek 3.1/3.2,143.0,2024.0,54.59610064,9.350529711,24852
"POINT (9.350529711 54.59610064)",73.0,DE,PVA,Eggebek 3.2 (Arealnetz),54.0,2025.0,54.59610064,9.350529711,24852
"POINT (14.10889273 53.66550893)",74.0,DE,PVA,Eggesin,147.0,2022.0,53.66550893,14.10889273,17367
"POINT (14.10889273 53.66550893)",74.0,DE,PVA,Eggesin,147.0,2022.0,53.66550893,14.10889273,17367
"POINT (14.10889273 53.66550893)",74.0,DE,PVA,Eggesin,147.0,2022.0,53.66550893,14.10889273,17367
"POINT (14.09229807 53.6684374)",75.0,DE,PVA,Eggesin 3,105.0,2023.0,53.6684374,14.09229807,17367
"POINT (9.894441871 54.07378038)",76.0,DE,PVA,Ehndorf,2078.0,2023.0,54.07378038,9.894441871,24647
"POINT (10.28657699 50.99171912)",77.0,DE,PVA,Eisenach,334.0,2013.0,50.99171912,10.28657699,99817
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.883082604 54.18039725)",78.0,DE,PVA,Ellerdorf,965.0,2018.0,54.18039725,9.883082604,24589
"POINT (9.828966289 54.24567777)",79.0,DE,PVA,Emkendorf,434.0,2018.0,54.24567777,9.828966289,24802
"POINT (9.830796582 54.24299334)",80.0,DE,PVA,Emkendorf Nord 1.1,38.0,2024.0,54.24299334,9.830796582,24802
"POINT (9.826913574 54.24283542)",81.0,DE,PVA,Emkendorf Nord 1.2,139.0,2025.0,54.24283542,9.826913574,24802
"POINT (8.959556618 54.69015226)",82.0,DE,PVA,Enge Sande,84.0,2023.0,54.69015226,8.959556618,25842
"POINT (8.959556618 54.69015226)",82.0,DE,PVA,Enge Sande,84.0,2023.0,54.69015226,8.959556618,25842
"POINT (7.328517101 53.46735386)",83.0,DE,PVA,Engerhafe 1+2,1126.0,2019.0,53.46735386,7.328517101,26624
"POINT (7.328517101 53.46735386)",83.0,DE,PVA,Engerhafe 1+2,1126.0,2019.0,53.46735386,7.328517101,26624
"POINT (7.328517101 53.46735386)",83.0,DE,PVA,Engerhafe 1+2,1126.0,2019.0,53.46735386,7.328517101,26624
"POINT (11.0336375 50.99849119)",84.0,DE,PVA,Erfurt Ilversgehofen,844.0,2023.0,50.99849119,11.0336375,99086
"POINT (11.0336375 50.99849119)",84.0,DE,PVA,Erfurt Ilversgehofen,844.0,2023.0,50.99849119,11.0336375,99086
"POINT (12.08949808 51.38530793)",85.0,DE,PVA,Ermlitz 1+2,1074.0,2016.0,51.38530793,12.08949808,06258
"POINT (12.08949808 51.38530793)",85.0,DE,PVA,Ermlitz 1+2,1074.0,2016.0,51.38530793,12.08949808,06258
"POINT (12.08949808 51.38530793)",85.0,DE,PVA,Ermlitz 1+2,1074.0,2016.0,51.38530793,12.08949808,06258
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (9.927270888 54.30311268)",86.0,DE,PVA,Felde,989.0,2019.0,54.30311268,9.927270888,24242
"POINT (10.3342094 49.17281022)",87.0,DE,PVA,Feuchtwangen,501.0,2018.0,49.17281022,10.3342094,91555
"POINT (10.3342094 49.17281022)",87.0,DE,PVA,Feuchtwangen,501.0,2018.0,49.17281022,10.3342094,91555
"POINT (10.3342094 49.17281022)",87.0,DE,PVA,Feuchtwangen,501.0,2018.0,49.17281022,10.3342094,91555
"POINT (10.3342094 49.17281022)",87.0,DE,PVA,Feuchtwangen,501.0,2018.0,49.17281022,10.3342094,91555
"POINT (12.42561694 53.35683277)",88.0,DE,PVA,Fincken,447.0,2018.0,53.35683277,12.42561694,17209
"POINT (12.1722214 52.38254746)",89.0,DE,PVA,Fischbeck,719.0,2021.0,52.38254746,12.1722214,39307
"POINT (8.887426253 54.86297233)",90.0,DE,PVA,Flützholm,1597.0,2022.0,54.86297233,8.887426253,25923
"POINT (11.64511653 51.88135565)",91.0,DE,PVA,Förderstedt,413.0,2021.0,51.88135565,11.64511653,39443
"POINT (11.68089433 51.12898873)",92.0,DE,PVA,Fränkenau,588.0,2013.0,51.12898873,11.68089433,06628
"POINT (11.93017933 51.31332353)",93.0,DE,PVA,Frankleben 1+2,195.0,2019.0,51.31332353,11.93017933,06259
"POINT (10.54880266 50.90994533)",94.0,DE,PVA,Fröttstädt,163.0,2020.0,50.90994533,10.54880266,99880
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (14.05606639 52.37577363)",95.0,DE,PVA,Fürstenwalde,999.0,2014.0,52.37577363,14.05606639,15517
"POINT (12.24007722 53.45867884)",96.0,DE,PVA,Gaarz,904.0,2021.0,53.45867884,12.24007722,19395
"POINT (13.68188537 51.82599906)",97.0,DE,PVA,Gahro,2744.0,2011.0,51.82599906,13.68188537,15926
"POINT (11.42269436 52.50182447)",98.0,DE,PVA,Gardelegen,485.0,2022.0,52.50182447,11.42269436,39638
"POINT (11.42269436 52.50182447)",98.0,DE,PVA,Gardelegen,485.0,2022.0,52.50182447,11.42269436,39638
"POINT (11.42269436 52.50182447)",98.0,DE,PVA,Gardelegen,485.0,2022.0,52.50182447,11.42269436,39638
"POINT (11.42269436 52.50182447)",98.0,DE,PVA,Gardelegen,485.0,2022.0,52.50182447,11.42269436,39638
"POINT (12.00040613 50.32570125)",99.0,DE,PVA,Gattendorf,1364.0,2014.0,50.32570125,12.00040613,95185
"POINT (11.99568804 50.32846703)",100.0,DE,PVA,Gattendorf 3,602.0,2019.0,50.32846703,11.99568804,95185
"POINT (10.98863093 50.63690162)",101.0,DE,PVA,Gehren,278.0,2016.0,50.63690162,10.98863093,98694
"POINT (10.45993299 53.92469694)",102.0,DE,PVA,Geschendorf,97.0,2025.0,53.92469694,10.45993299,23815
"POINT (11.71838421 53.89465968)",103.0,DE,PVA,Glasin-Fuchsberg,199.0,2016.0,53.89465968,11.71838421,23992
"POINT (13.20714508 52.2138036)",104.0,DE,PVA,Glau,8.0,2014.0,52.2138036,13.20714508,14959
"POINT (13.20714508 52.2138036)",104.0,DE,PVA,Glau,8.0,2014.0,52.2138036,13.20714508,14959
"POINT (12.22832249 51.39669764)",105.0,DE,PVA,Glesien,479.0,2013.0,51.39669764,12.22832249,04435
"POINT (12.22832249 51.39669764)",105.0,DE,PVA,Glesien,479.0,2013.0,51.39669764,12.22832249,04435
"POINT (12.22832249 51.39669764)",105.0,DE,PVA,Glesien,479.0,2013.0,51.39669764,12.22832249,04435
"POINT (12.22832249 51.39669764)",105.0,DE,PVA,Glesien,479.0,2013.0,51.39669764,12.22832249,04435
"POINT (9.555520995 54.83476909)",106.0,DE,PVA,Glücksburg,147.0,2016.0,54.83476909,9.555520995,24960
"POINT (11.41626939 51.44103313)",107.0,DE,PVA,Gnölbzig,327.0,2015.0,51.44103313,11.41626939,06542
"POINT (9.287982529 54.08016816)",108.0,DE,PVA,Gokels,1181.0,2021.0,54.08016816,9.287982529,25725
"POINT (12.0540544 51.71498051)",109.0,DE,PVA,Gölzau,216.0,2020.0,51.71498051,12.0540544,06369
"POINT (14.9802804 51.18911083)",110.0,DE,PVA,Görlitz,604.0,2014.0,51.18911083,14.9802804,02828
"POINT (14.97442347 51.1920393)",111.0,DE,PVA,Görlitz 3,13.0,2015.0,51.1920393,14.97442347,02828
"POINT (14.98101252 51.19350353)",112.0,DE,PVA,Görlitz 5,75.0,2019.0,51.19350353,14.98101252,02828
"POINT (13.06459978 50.74401191)",113.0,DE,PVA,Gornau,182.0,2020.0,50.74401191,13.06459978,09405
"POINT (11.58528592 53.23132851)",114.0,DE,PVA,Grabow,734.0,2016.0,53.23132851,11.58528592,19300
"POINT (12.46702016 51.73058372)",115.0,DE,PVA,Gräfenhainichen,9.0,2018.0,51.73058372,12.46702016,06773
"POINT (7.293634413 50.0047655)",116.0,DE,PVA,Grenderich EEG,2029.0,2024.0,50.0047655,7.293634413,56858
"POINT (7.296562881 49.99532932)",117.0,DE,PVA,Grenderich PPA,91.0,2024.0,49.99532932,7.296562881,56858
"POINT (7.296562881 49.99532932)",117.0,DE,PVA,Grenderich PPA,91.0,2024.0,49.99532932,7.296562881,56858
"POINT (12.54837745 53.73787627)",118.0,DE,PVA,Groß Roge,916.0,2017.0,53.73787627,12.54837745,17166
"POINT (12.54837745 53.73787627)",118.0,DE,PVA,Groß Roge,916.0,2017.0,53.73787627,12.54837745,17166
"POINT (9.826913574 54.24283542)",119.0,DE,PVA,Groß Vollstedt,167.0,2025.0,54.24283542,9.826913574,24802
"POINT (10.49552825 51.12179399)",120.0,DE,PVA,Großengottern,211.0,2011.0,51.12179399,10.49552825,99991
"POINT (11.3749697 51.59472031)",121.0,DE,PVA,Großörner,542.0,2017.0,51.59472031,11.3749697,06343
"POINT (11.3749697 51.59472031)",121.0,DE,PVA,Großörner,542.0,2017.0,51.59472031,11.3749697,06343
"POINT (11.3749697 51.59472031)",121.0,DE,PVA,Großörner,542.0,2017.0,51.59472031,11.3749697,06343
"POINT (11.3749697 51.59472031)",121.0,DE,PVA,Großörner,542.0,2017.0,51.59472031,11.3749697,06343
"POINT (11.38082664 51.60448187)",122.0,DE,PVA,Großörner-Deponie,544.0,2019.0,51.60448187,11.38082664,06343
"POINT (11.38082664 51.60448187)",122.0,DE,PVA,Großörner-Deponie,544.0,2019.0,51.60448187,11.38082664,06343
"POINT (11.38082664 51.60448187)",122.0,DE,PVA,Großörner-Deponie,544.0,2019.0,51.60448187,11.38082664,06343
"POINT (11.38082664 51.60448187)",122.0,DE,PVA,Großörner-Deponie,544.0,2019.0,51.60448187,11.38082664,06343
"POINT (11.37399355 51.58495875)",123.0,DE,PVA,Großörner-Hüttenberg,225.0,2019.0,51.58495875,11.37399355,06343
"POINT (13.1190245 52.99066112)",124.0,DE,PVA,Großwoltersdorf,5.0,2022.0,52.99066112,13.1190245,16775
"POINT (13.1190245 52.99066112)",124.0,DE,PVA,Großwoltersdorf,5.0,2022.0,52.99066112,13.1190245,16775
"POINT (13.1190245 52.99066112)",124.0,DE,PVA,Großwoltersdorf,5.0,2022.0,52.99066112,13.1190245,16775
"POINT (13.1190245 52.99066112)",124.0,DE,PVA,Großwoltersdorf,5.0,2022.0,52.99066112,13.1190245,16775
"POINT (9.82872225 54.23982083)",125.0,DE,PVA,Grotenheid,114.0,2019.0,54.23982083,9.82872225,24802
"POINT (9.82872225 54.23982083)",125.0,DE,PVA,Grotenheid,114.0,2019.0,54.23982083,9.82872225,24802
